_id|isPb|wpm|acc|rawWpm|consistency|charStats|mode|mode2|quoteLength|restartCount|testDuration|afkDuration|incompleteTestSeconds|punctuation|numbers|language|funbox|difficulty|lazyMode|blindMode|bailedOut|tags|timestamp
640038945027fd0b05c3f356||42.99|92.76|42.99|60.03|140,0,0,0|words|25|-1|0|39.08|0|0|false|false|english|none|normal|false|false|false||1677736084000
640ffa826d3feedce151dde9||42.85|93.06|42.85|68.11|127,0,0,0|words|25|-1|0|35.57|0|0|false|false|english|none|normal|false|false|false||1678768770000
63319050932c80e3ab3db789||42.77|91.07|42.77|64.12|50,0,0,0|words|10|-1|0|14.03|0|0|false|false|english|none|normal|false|false|false||1664192592000
641063f06d3feedce102385f||42.68|95.39|42.68|57.71|145,0,0,0|words|25|-1|0|40.77|0|0|false|false|english_1k|none|normal|false|false|false||1678795760000
6423c8fed9bf936fd634c54e||42.65|92.54|44.09|60.17|119,0,0,1|words|25|-1|0|33.48|1|0|false|false|english|none|normal|false|false|false||1680066814000
6405a4545027fd0b05b1234a||42.63|91.03|42.63|55.73|137,0,0,0|words|25|-1|0|38.56|0|0|false|false|english|none|normal|false|false|false||1678091348000
64056f8b5027fd0b055a046f||42.55|89.74|42.55|57.21|139,0,0,0|words|25|-1|0|39.2|0|0|false|false|english|none|normal|false|false|false||1678077835000
64056dda5027fd0b0559f7d0||42.46|93.66|44.16|60.86|125,2,0,1|words|25|-1|0|35.33|0|0|false|false|english|none|normal|false|false|false||1678077402000
6343de31a9e0f04cda28d5bf||42.45|96.08|42.45|71.39|48,0,0,0|words|10|-1|0|13.57|0|0|false|false|english|none|normal|false|false|false||1665392177000
641063c36d3feedce10236a5||42.43|96.3|42.43|63.88|149,0,0,0|words|25|-1|0|42.14|0|0|false|false|english_1k|none|normal|false|false|false||1678795715000
641012066d3feedce17aeab6||42.43|89.8|42.43|62.32|130,0,0,0|words|25|-1|0|36.77|0|0|false|false|english|none|normal|false|false|false||1678774790000
634036f6e65ec910001d3426||42.42|95|42.42|58.4|55,0,0,0|words|10|-1|0|15.56|0|0|false|false|english_1k|none|normal|false|false|false||1665152758000
640c4ece86f61427335e167d||42.41|94.53|42.41|59.24|121,0,0,0|words|25|-1|0|34.24|1|0|false|false|english|none|normal|false|false|false||1678528206000
6344199ea9e0f04cda7633ee||42.39|90|42.39|60.73|45,0,0,0|words|10|-1|0|12.74|0|0|false|false|english|none|normal|false|false|false||1665407390000
64056e7a5027fd0b0559fc6e||42.35|92|42.35|52.43|136,0,0,0|words|25|-1|0|38.54|0|0|false|false|english|none|normal|false|false|false||1678077562000
637389b731bc828430b9f9ba||42.32|94.53|42.32|64.84|120,0,0,0|words|25|-1|0|34.03|0|0|false|false|english|none|normal|false|false|false||1668516279000
6343dff9a9e0f04cda2d53fb||42.3|98.31|42.3|62|54,0,0,0|words|10|-1|0|15.32|0|0|false|false|english|none|normal|false|false|false||1665392633000
640c4a5a86f614273358388f||42.3|92.75|42.3|60.77|128,0,0,0|words|25|-1|0|36.31|0|0|false|false|english|none|normal|false|false|false||1678527066000
64a92e0373193c702e22ffef||42.29|93.88|42.29|62.76|137,0,0,0|words|25|-1|0|38.87|0|0|false|false|english_1k|none|normal|false|false|false||1688808963000
64003d355027fd0b05c9c071||42.26|93.15|42.26|62.86|134,0,0,0|words|25|-1|0|38.05|0|0|false|false|english|none|normal|false|false|false||1677737269000
63fdc69f5027fd0b05bc5972||42.25|89.19|42.25|61.84|129,0,0,0|words|25|-1|0|36.64|0|0|false|false|english|none|normal|false|false|false||1677575839000
63566261c8c818a095dd7856||42.13|93.43|42.13|61.93|125,0,0,0|words|25|-1|0|35.6|0|0|false|false|english|none|normal|false|false|false||1666605665000
63319068932c80e3ab3db821||42.11|95.83|42.11|66.67|68,0,0,0|words|10|-1|0|19.38|0|0|false|false|english|none|normal|false|false|false||1664192616000
6410641f6d3feedce1023a24||42.11|95.76|42.11|66.98|156,0,0,0|words|25|-1|0|44.46|0|0|false|false|english_1k|none|normal|false|false|false||1678795807000
634419aea9e0f04cda763495||42.04|89.09|42.04|60.98|48,0,0,0|words|10|-1|0|13.7|0|0|false|false|english|none|normal|false|false|false||1665407406000
6400397c5027fd0b05c3f9cd||41.95|90.91|41.95|63.31|134,0,0,0|words|25|-1|0|38.33|0|0|false|false|english|none|normal|false|false|false||1677736316000
640ffa356d3feedce151dbda||41.94|95.71|41.94|64.77|132,0,0,0|words|25|-1|0|37.77|0|0|false|false|english|none|normal|false|false|false||1678768693000
64056b545027fd0b05542fe3||41.74|91.55|41.74|61.91|127,0,0,0|words|25|-1|0|36.51|0|0|false|false|english|none|normal|false|false|false||1678076756000
63441b43a9e0f04cda7ab74e||41.68|94.07|44.13|64.33|119,1,0,0|words|25|-1|0|34.26|0|0|false|false|english|none|normal|false|false|false||1665407811000
635bdaf0082a4bf76dbf1526||41.67|96.61|41.67|56.48|114,0,0,0|words|25|-1|0|32.83|1|0|false|false|english|none|normal|false|false|false||1666964208000
6343dea0a9e0f04cda28d8bc||41.61|87.69|41.61|56.99|55,0,0,0|words|10|-1|0|15.86|0|0|false|false|english|none|normal|false|false|false||1665392288000
62ed05fd42fae0be6d962a7f|true|41.6|91.23|42.4|78.09|52,1,0,0|time|15|-1|0|15|0|0|false|false|english_1k|none|normal|false|false|false||1659700733000
6538bd790587032233feb873||41.6|86.29|41.6|55.55|104,0,0,0|time|30|-1|0|30|0|0|false|false|english|none|normal|false|false|false||1698217337000
632956df74372078d643909c||41.59|96.33|41.59|64.85|104,0,0,0|time|30|-1|0|30.01|0|0|false|false|english|none|normal|false|false|false||1663653599000
64003d0d5027fd0b05c9bf4f||41.5|91.73|41.5|60.78|122,0,0,0|words|25|-1|0|35.28|0|0|false|false|english|none|normal|false|false|false||1677737229000
63fdc7675027fd0b05bc5f40||41.29|93.28|41.29|55.89|121,0,0,0|words|25|-1|0|35.17|0|0|false|false|english|none|normal|false|false|false||1677576039000
640c4eaa86f61427335e15a7||41.27|94.7|41.27|60.3|143,0,0,0|words|25|-1|0|41.58|0|0|false|false|english|none|normal|false|false|false||1678528170000
